negotiation_date,sold_price,product,day,month,year
2015-13-06,264.25,Polpa Cítrica,13,6,2015
2015-13-07,262.77,Polpa Cítrica,13,7,2015
2015-13-08,251.67,Polpa Cítrica,13,8,2015
2015-13-09,270.0,Polpa Cítrica,13,9,2015
2015-13-10,275.0,Polpa Cítrica,13,10,2015
2015-13-11,267.5,Polpa Cítrica,13,11,2015
2015-13-12,278.53,Polpa Cítrica,13,12,2015
2015-14-01,307.57,Polpa Cítrica,14,1,2015
2015-14-02,360.0,Polpa Cítrica,14,2,2015
2015-14-04,356.5,Polpa Cítrica,14,4,2015
2015-14-05,314.65,Polpa Cítrica,14,5,2015
2015-14-06,270.0,Polpa Cítrica,14,6,2015
2015-14-07,260.3,Polpa Cítrica,14,7,2015
2015-14-08,249.0,Polpa Cítrica,14,8,2015
2015-14-09,261.1,Polpa Cítrica,14,9,2015
2015-14-10,280.0,Polpa Cítrica,14,10,2015
2015-14-11,282.86,Polpa Cítrica,14,11,2015
2015-14-12,274.5,Polpa Cítrica,14,12,2015
2015-15-01,317.5,Polpa Cítrica,15,1,2015
2015-15-04,353.33,Polpa Cítrica,15,4,2015
2015-15-05,305.0,Polpa Cítrica,15,5,2015
2015-15-06,265.0,Polpa Cítrica,15,6,2015
2015-15-07,261.0,Polpa Cítrica,15,7,2015
2015-15-08,247.0,Polpa Cítrica,15,8,2015
2015-15-10,275.05,Polpa Cítrica,15,10,2015
2015-15-11,281.4,Polpa Cítrica,15,11,2015
2015-15-12,283.75,Polpa Cítrica,15,12,2015
2015-16-01,313.75,Polpa Cítrica,16,1,2015
2015-16-04,355.0,Polpa Cítrica,16,4,2015
2015-16-05,315.0,Polpa Cítrica,16,5,2015
2015-16-06,267.5,Polpa Cítrica,16,6,2015
2015-16-07,259.11,Polpa Cítrica,16,7,2015
2015-16-09,254.15,Polpa Cítrica,16,9,2015
2015-16-10,278.93,Polpa Cítrica,16,10,2015
2015-16-11,283.66,Polpa Cítrica,16,11,2015
2015-16-12,276.88,Polpa Cítrica,16,12,2015
2015-17-01,314.44,Polpa Cítrica,17,1,2015
2015-17-03,388.25,Polpa Cítrica,17,3,2015
2015-17-04,362.5,Polpa Cítrica,17,4,2015
2015-17-06,265.0,Polpa Cítrica,17,6,2015
2015-17-07,267.61,Polpa Cítrica,17,7,2015
2015-17-08,246.67,Polpa Cítrica,17,8,2015
2015-17-09,263.0,Polpa Cítrica,17,9,2015
2015-17-10,267.86,Polpa Cítrica,17,10,2015
2015-17-11,281.25,Polpa Cítrica,17,11,2015
2015-17-12,276.44,Polpa Cítrica,17,12,2015
2015-18-01,315.0,Polpa Cítrica,18,1,2015
2015-18-02,369.39,Polpa Cítrica,18,2,2015
2015-18-03,365.0,Polpa Cítrica,18,3,2015
2015-18-04,363.0,Polpa Cítrica,18,4,2015
2015-18-05,295.0,Polpa Cítrica,18,5,2015
2015-18-06,266.25,Polpa Cítrica,18,6,2015
2015-18-07,259.33,Polpa Cítrica,18,7,2015
2015-18-08,234.0,Polpa Cítrica,18,8,2015
2015-18-09,263.33,Polpa Cítrica,18,9,2015
2015-18-10,283.75,Polpa Cítrica,18,10,2015
2015-18-11,278.6,Polpa Cítrica,18,11,2015
2015-18-12,280.71,Polpa Cítrica,18,12,2015
2015-19-01,317.0,Polpa Cítrica,19,1,2015
2015-19-03,380.0,Polpa Cítrica,19,3,2015
2015-19-04,350.0,Polpa Cítrica,19,4,2015
2015-19-05,305.0,Polpa Cítrica,19,5,2015
2015-19-06,271.67,Polpa Cítrica,19,6,2015
2015-19-08,258.32,Polpa Cítrica,19,8,2015
2015-19-09,267.5,Polpa Cítrica,19,9,2015
2015-19-10,272.5,Polpa Cítrica,19,10,2015
2015-19-11,282.14,Polpa Cítrica,19,11,2015
2015-19-12,287.4,Polpa Cítrica,19,12,2015
2015-20-01,310.71,Polpa Cítrica,20,1,2015
2015-20-05,295.44,Polpa Cítrica,20,5,2015
2015-20-06,270.0,Polpa Cítrica,20,6,2015
2015-20-07,268.33,Polpa Cítrica,20,7,2015
2015-20-08,240.0,Polpa Cítrica,20,8,2015
2015-20-10,276.25,Polpa Cítrica,20,10,2015
2015-20-11,279.5,Polpa Cítrica,20,11,2015
2015-20-12,288.11,Polpa Cítrica,20,12,2015
2015-21-01,321.0,Polpa Cítrica,21,1,2015
2015-21-05,280.0,Polpa Cítrica,21,5,2015
2015-21-07,259.17,Polpa Cítrica,21,7,2015
2015-21-08,230.42,Polpa Cítrica,21,8,2015
2015-21-09,259.82,Polpa Cítrica,21,9,2015
2015-21-10,265.71,Polpa Cítrica,21,10,2015
2015-21-11,287.5,Polpa Cítrica,21,11,2015
2015-21-12,288.33,Polpa Cítrica,21,12,2015
2015-22-01,312.25,Polpa Cítrica,22,1,2015
2015-22-04,360.0,Polpa Cítrica,22,4,2015
2015-22-05,289.33,Polpa Cítrica,22,5,2015
2015-22-06,263.33,Polpa Cítrica,22,6,2015
2015-22-07,271.0,Polpa Cítrica,22,7,2015
2015-22-09,275.0,Polpa Cítrica,22,9,2015
2015-22-10,275.7,Polpa Cítrica,22,10,2015
2015-22-11,276.67,Polpa Cítrica,22,11,2015
2015-22-12,291.67,Polpa Cítrica,22,12,2015
2015-23-04,352.5,Polpa Cítrica,23,4,2015
2015-23-05,278.33,Polpa Cítrica,23,5,2015
2015-23-06,267.5,Polpa Cítrica,23,6,2015
2015-23-07,275.96,Polpa Cítrica,23,7,2015
2015-23-09,262.5,Polpa Cítrica,23,9,2015
2015-23-10,270.46,Polpa Cítrica,23,10,2015
2015-23-11,272.0,Polpa Cítrica,23,11,2015
2015-23-12,292.15,Polpa Cítrica,23,12,2015
2015-24-01,315.0,Polpa Cítrica,24,1,2015
2015-24-02,357.0,Polpa Cítrica,24,2,2015
2015-24-03,380.0,Polpa Cítrica,24,3,2015
2015-24-04,352.5,Polpa Cítrica,24,4,2015
2015-24-06,269.0,Polpa Cítrica,24,6,2015
2015-24-07,256.66,Polpa Cítrica,24,7,2015
2015-24-08,239.58,Polpa Cítrica,24,8,2015
2015-24-09,260.0,Polpa Cítrica,24,9,2015
2015-24-10,268.62,Polpa Cítrica,24,10,2015
2015-24-11,278.83,Polpa Cítrica,24,11,2015
2015-24-12,270.0,Polpa Cítrica,24,12,2015
2015-25-04,355.0,Polpa Cítrica,25,4,2015
2015-25-05,291.67,Polpa Cítrica,25,5,2015
2015-25-06,263.75,Polpa Cítrica,25,6,2015
2015-25-07,257.0,Polpa Cítrica,25,7,2015
2015-25-08,217.67,Polpa Cítrica,25,8,2015
2015-25-09,270.0,Polpa Cítrica,25,9,2015
2015-25-10,280.0,Polpa Cítrica,25,10,2015
2015-25-11,280.48,Polpa Cítrica,25,11,2015
2015-26-01,310.0,Polpa Cítrica,26,1,2015
2015-26-02,380.0,Polpa Cítrica,26,2,2015
2015-26-05,293.07,Polpa Cítrica,26,5,2015
2015-26-06,270.0,Polpa Cítrica,26,6,2015
2015-26-07,272.5,Polpa Cítrica,26,7,2015
2015-26-08,220.71,Polpa Cítrica,26,8,2015
2015-26-09,275.0,Polpa Cítrica,26,9,2015
2015-26-10,265.0,Polpa Cítrica,26,10,2015
2015-26-11,272.6,Polpa Cítrica,26,11,2015
2015-27-01,313.38,Polpa Cítrica,27,1,2015
2015-27-02,377.5,Polpa Cítrica,27,2,2015
2015-27-03,357.0,Polpa Cítrica,27,3,2015
2015-27-04,352.5,Polpa Cítrica,27,4,2015
2015-27-05,290.5,Polpa Cítrica,27,5,2015
2015-27-06,258.33,Polpa Cítrica,27,6,2015
2015-27-07,258.5,Polpa Cítrica,27,7,2015
2015-27-08,222.6,Polpa Cítrica,27,8,2015
2015-27-09,270.0,Polpa Cítrica,27,9,2015
2015-27-10,272.5,Polpa Cítrica,27,10,2015
2015-27-11,274.38,Polpa Cítrica,27,11,2015
2015-28-01,316.07,Polpa Cítrica,28,1,2015
2015-28-02,390.0,Polpa Cítrica,28,2,2015
2015-28-03,340.0,Polpa Cítrica,28,3,2015
2015-28-05,290.0,Polpa Cítrica,28,5,2015
2015-28-07,269.91,Polpa Cítrica,28,7,2015
2015-28-08,253.87,Polpa Cítrica,28,8,2015
2015-28-09,270.0,Polpa Cítrica,28,9,2015
2015-28-10,277.5,Polpa Cítrica,28,10,2015
2015-28-11,281.22,Polpa Cítrica,28,11,2015
2015-29-01,366.64,Polpa Cítrica,29,1,2015
2015-29-03,340.0,Polpa Cítrica,29,3,2015
2015-29-04,357.5,Polpa Cítrica,29,4,2015
2015-29-05,295.0,Polpa Cítrica,29,5,2015
2015-29-06,270.0,Polpa Cítrica,29,6,2015
2015-29-07,269.79,Polpa Cítrica,29,7,2015
2015-29-08,248.75,Polpa Cítrica,29,8,2015
2015-29-09,268.33,Polpa Cítrica,29,9,2015
2015-29-10,268.44,Polpa Cítrica,29,10,2015
2015-29-11,280.0,Polpa Cítrica,29,11,2015
2015-30-01,427.5,Polpa Cítrica,30,1,2015
2015-30-03,375.0,Polpa Cítrica,30,3,2015
2015-30-04,363.0,Polpa Cítrica,30,4,2015
2015-30-05,268.75,Polpa Cítrica,30,5,2015
2015-30-06,250.0,Polpa Cítrica,30,6,2015
2015-30-07,262.23,Polpa Cítrica,30,7,2015
2015-30-08,250.0,Polpa Cítrica,30,8,2015
2015-30-09,266.0,Polpa Cítrica,30,9,2015
2015-30-10,275.29,Polpa Cítrica,30,10,2015
2015-31-01,365.0,Polpa Cítrica,31,1,2015
2015-31-03,370.0,Polpa Cítrica,31,3,2015
2015-31-05,275.0,Polpa Cítrica,31,5,2015
2015-31-07,260.03,Polpa Cítrica,31,7,2015
2015-31-08,260.0,Polpa Cítrica,31,8,2015
2015-31-10,277.5,Polpa Cítrica,31,10,2015
2016-01-01,0.0,,1,1,2016
2016-01-02,349.0,Polpa Cítrica,2,1,2016
2016-01-03,379.26,Polpa Cítrica,3,1,2016
2016-01-04,426.0,Polpa Cítrica,4,1,2016
2016-01-05,0.0,,5,1,2016
2016-01-06,481.72,Polpa Cítrica,6,1,2016
2016-01-07,457.88,Polpa Cítrica,7,1,2016
2016-01-08,470.0,Polpa Cítrica,8,1,2016
2016-01-09,545.0,Polpa Cítrica,9,1,2016
2016-01-10,479.29,Polpa Cítrica,10,1,2016
2016-01-11,650.0,Polpa Cítrica,11,1,2016
2016-01-12,550.0,Polpa Cítrica,12,1,2016
2016-02-01,0.0,,1,2,2016
2016-02-02,323.0,Polpa Cítrica,2,2,2016
2016-02-03,369.82,Polpa Cítrica,3,2,2016
2016-02-04,445.0,Polpa Cítrica,4,2,2016
2016-02-05,502.5,Polpa Cítrica,5,2,2016
2016-02-06,438.33,Polpa Cítrica,6,2,2016
2016-02-07,428.22,Polpa Cítrica,7,2,2016
2016-02-08,451.25,Polpa Cítrica,8,2,2016
2016-02-09,600.0,Polpa Cítrica,9,2,2016
2016-02-10,370.0,Polpa Cítrica,10,2,2016
2016-02-11,520.0,Polpa Cítrica,11,2,2016
2016-02-12,543.75,Polpa Cítrica,12,2,2016
2016-02-14,0.0,,14,2,2016
2016-02-21,0.0,,21,2,2016
2016-02-23,0.0,,23,2,2016
2016-02-27,0.0,,27,2,2016
2016-02-28,0.0,,28,2,2016
2016-02-29,0.0,,29,2,2016
2016-02-30,0.0,,30,2,2016
2016-03-01,0.0,,1,3,2016
2016-03-02,295.0,Polpa Cítrica,2,3,2016
2016-03-03,382.25,Polpa Cítrica,3,3,2016
2016-03-04,0.0,,4,3,2016
2016-03-05,484.0,Polpa Cítrica,5,3,2016
2016-03-06,415.0,Polpa Cítrica,6,3,2016
2016-03-07,412.0,Polpa Cítrica,7,3,2016
2016-03-08,503.33,Polpa Cítrica,8,3,2016
2016-03-09,565.0,Polpa Cítrica,9,3,2016
2016-03-10,487.83,Polpa Cítrica,10,3,2016
2016-03-11,572.5,Polpa Cítrica,11,3,2016
2016-03-12,688.33,Polpa Cítrica,12,3,2016
2016-03-13,0.0,,13,3,2016
2016-03-20,0.0,,20,3,2016
2016-03-25,0.0,,25,3,2016
2016-03-26,0.0,,26,3,2016
2016-03-27,0.0,,27,3,2016
2016-04-01,330.0,Polpa Cítrica,1,4,2016
2016-04-02,358.75,Polpa Cítrica,2,4,2016
2016-04-03,393.43,Polpa Cítrica,3,4,2016
2016-04-04,432.5,Polpa Cítrica,4,4,2016
2016-04-05,499.29,Polpa Cítrica,5,4,2016
2016-04-06,405.33,Polpa Cítrica,6,4,2016
2016-04-07,387.5,Polpa Cítrica,7,4,2016
2016-04-08,525.0,Polpa Cítrica,8,4,2016
2016-04-09,0.0,,9,4,2016
2016-04-10,592.43,Polpa Cítrica,10,4,2016
2016-04-11,390.0,Polpa Cítrica,11,4,2016
2016-04-12,0.0,,12,4,2016
2016-04-17,0.0,,17,4,2016
2016-04-21,0.0,,21,4,2016
2016-04-23,0.0,,23,4,2016
2016-04-24,0.0,,24,4,2016
2016-05-01,312.0,Polpa Cítrica,1,5,2016
2016-05-02,335.71,Polpa Cítrica,2,5,2016
2016-05-03,415.0,Polpa Cítrica,3,5,2016
2016-05-04,420.0,Polpa Cítrica,4,5,2016
2016-05-05,517.5,Polpa Cítrica,5,5,2016
2016-05-06,420.0,Polpa Cítrica,6,5,2016
2016-05-07,456.25,Polpa Cítrica,7,5,2016
2016-05-08,482.0,Polpa Cítrica,8,5,2016
2016-05-09,520.0,Polpa Cítrica,9,5,2016
2016-05-10,581.0,Polpa Cítrica,10,5,2016
2016-05-11,0.0,,11,5,2016
2016-05-12,390.0,Polpa Cítrica,12,5,2016
2016-05-22,0.0,,22,5,2016
2016-05-27,0.0,,27,5,2016
2016-05-29,0.0,,29,5,2016
2016-06-01,333.0,Polpa Cítrica,1,6,2016
2016-06-02,346.25,Polpa Cítrica,2,6,2016
2016-06-03,0.0,,3,6,2016
2016-06-04,0.0,,4,6,2016
2016-06-05,450.0,Polpa Cítrica,5,6,2016
2016-06-06,425.0,Polpa Cítrica,6,6,2016
2016-06-07,490.0,Polpa Cítrica,7,6,2016
2016-06-08,461.67,Polpa Cítrica,8,6,2016
2016-06-09,506.67,Polpa Cítrica,9,6,2016
2016-06-10,634.17,Polpa Cítrica,10,6,2016
2016-06-11,0.0,,11,6,2016
2016-06-12,690.0,Polpa Cítrica,12,6,2016
2016-07-01,333.82,Polpa Cítrica,1,7,2016
2016-07-02,0.0,,2,7,2016
2016-07-03,390.43,Polpa Cítrica,3,7,2016
2016-07-04,452.67,Polpa Cítrica,4,7,2016
2016-07-05,492.86,Polpa Cítrica,5,7,2016
2016-07-06,406.0,Polpa Cítrica,6,7,2016
2016-07-07,436.67,Polpa Cítrica,7,7,2016
2016-07-08,550.0,Polpa Cítrica,8,7,2016
2016-07-09,540.0,Polpa Cítrica,9,7,2016
2016-07-10,549.0,Polpa Cítrica,10,7,2016
2016-07-11,596.25,Polpa Cítrica,11,7,2016
2016-07-12,581.68,Polpa Cítrica,12,7,2016
2016-07-17,0.0,,17,7,2016
2016-07-24,0.0,,24,7,2016
2016-08-01,353.75,Polpa Cítrica,1,8,2016
2016-08-02,315.0,Polpa Cítrica,2,8,2016
2016-08-03,415.0,Polpa Cítrica,3,8,2016
2016-08-04,487.5,Polpa Cítrica,4,8,2016
2016-08-05,0.0,,5,8,2016
2016-08-06,436.5,Polpa Cítrica,6,8,2016
2016-08-07,443.33,Polpa Cítrica,7,8,2016
2016-08-08,540.0,Polpa Cítrica,8,8,2016
2016-08-09,516.25,Polpa Cítrica,9,8,2016
2016-08-10,638.0,Polpa Cítrica,10,8,2016
2016-08-11,391.67,Polpa Cítrica,11,8,2016
2016-08-12,653.75,Polpa Cítrica,12,8,2016
2016-08-14,0.0,,14,8,2016
2016-08-22,0.0,,22,8,2016
2016-09-01,322.5,Polpa Cítrica,1,9,2016
2016-09-02,0.0,,2,9,2016
2016-09-03,421.25,Polpa Cítrica,3,9,2016
2016-09-04,0.0,,4,9,2016
2016-09-05,498.6,Polpa Cítrica,5,9,2016
2016-09-06,413.33,Polpa Cítrica,6,9,2016
2016-09-07,0.0,,7,9,2016
2016-09-08,482.0,Polpa Cítrica,8,9,2016
2016-09-09,488.33,Polpa Cítrica,9,9,2016
2016-09-10,0.0,,10,9,2016
2016-09-11,528.0,Polpa Cítrica,11,9,2016
2016-09-12,681.67,Polpa Cítrica,12,9,2016
2016-10-01,340.0,Polpa Cítrica,1,10,2016
2016-10-02,365.0,Polpa Cítrica,2,10,2016
2016-10-03,415.0,Polpa Cítrica,3,10,2016
2016-10-04,0.0,,4,10,2016
2016-10-05,499.11,Polpa Cítrica,5,10,2016
2016-10-06,458.5,Polpa Cítrica,6,10,2016
2016-10-07,0.0,,7,10,2016
2016-10-08,482.92,Polpa Cítrica,8,10,2016
2016-10-09,476.67,Polpa Cítrica,9,10,2016
2016-10-10,628.33,Polpa Cítrica,10,10,2016
2016-10-11,537.19,Polpa Cítrica,11,10,2016
2016-10-12,0.0,,12,10,2016
2016-10-16,0.0,,16,10,2016
2016-10-17,0.0,,17,10,2016
2016-10-23,0.0,,23,10,2016
2016-10-30,0.0,,30,10,2016
2016-11-01,315.0,Polpa Cítrica,1,11,2016
2016-11-02,351.25,Polpa Cítrica,2,11,2016
2016-11-03,422.0,Polpa Cítrica,3,11,2016
2016-11-04,0.0,,4,11,2016
2016-11-05,496.52,Polpa Cítrica,5,11,2016
2016-11-06,452.92,Polpa Cítrica,6,11,2016
2016-11-07,431.0,Polpa Cítrica,7,11,2016
2016-11-08,518.67,Polpa Cítrica,8,11,2016
2016-11-09,0.0,,9,11,2016
2016-11-10,536.67,Polpa Cítrica,10,11,2016
2016-11-11,537.0,Polpa Cítrica,11,11,2016
2016-11-12,285.0,Polpa Cítrica,12,11,2016
2016-11-20,0.0,,20,11,2016
2016-12-01,343.6,Polpa Cítrica,1,12,2016
2016-12-02,386.0,Polpa Cítrica,2,12,2016
2016-12-03,410.0,Polpa Cítrica,3,12,2016
2016-12-04,505.0,Polpa Cítrica,4,12,2016
2016-12-05,505.62,Polpa Cítrica,5,12,2016
2016-12-06,463.33,Polpa Cítrica,6,12,2016
2016-12-07,445.83,Polpa Cítrica,7,12,2016
2016-12-08,498.22,Polpa Cítrica,8,12,2016
2016-12-09,555.0,Polpa Cítrica,9,12,2016
2016-12-10,0.0,,10,12,2016
2016-12-11,473.33,Polpa Cítrica,11,12,2016
2016-12-12,655.0,Polpa Cítrica,12,12,2016
2016-12-18,0.0,,18,12,2016
2016-12-24,0.0,,24,12,2016
2016-12-25,0.0,,25,12,2016
2016-12-26,0.0,,26,12,2016
2016-13-01,323.33,Polpa Cítrica,13,1,2016
2016-13-02,370.83,Polpa Cítrica,13,2,2016
2016-13-04,491.25,Polpa Cítrica,13,4,2016
2016-13-05,500.0,Polpa Cítrica,13,5,2016
2016-13-06,416.67,Polpa Cítrica,13,6,2016
2016-13-07,497.0,Polpa Cítrica,13,7,2016
2016-13-08,470.0,Polpa Cítrica,13,8,2016
2016-13-09,502.0,Polpa Cítrica,13,9,2016
2016-13-10,582.5,Polpa Cítrica,13,10,2016
2016-13-11,522.5,Polpa Cítrica,13,11,2016
2016-13-12,380.0,Polpa Cítrica,13,12,2016
2016-14-01,341.67,Polpa Cítrica,14,1,2016
2016-14-03,414.0,Polpa Cítrica,14,3,2016
2016-14-04,502.5,Polpa Cítrica,14,4,2016
2016-14-05,493.33,Polpa Cítrica,14,5,2016
2016-14-06,437.55,Polpa Cítrica,14,6,2016
2016-14-07,462.5,Polpa Cítrica,14,7,2016
2016-14-09,532.5,Polpa Cítrica,14,9,2016
2016-14-10,592.5,Polpa Cítrica,14,10,2016
2016-14-11,512.5,Polpa Cítrica,14,11,2016
2016-14-12,546.67,Polpa Cítrica,14,12,2016
2016-15-01,330.0,Polpa Cítrica,15,1,2016
2016-15-02,365.0,Polpa Cítrica,15,2,2016
2016-15-03,425.0,Polpa Cítrica,15,3,2016
2016-15-04,513.33,Polpa Cítrica,15,4,2016
2016-15-05,495.0,Polpa Cítrica,15,5,2016
2016-15-06,420.83,Polpa Cítrica,15,6,2016
2016-15-07,435.0,Polpa Cítrica,15,7,2016
2016-15-08,420.83,Polpa Cítrica,15,8,2016
2016-15-09,559.0,Polpa Cítrica,15,9,2016
2016-15-10,566.0,Polpa Cítrica,15,10,2016
2016-15-11,450.0,Polpa Cítrica,15,11,2016
2016-15-12,722.0,Polpa Cítrica,15,12,2016
2016-16-01,335.0,Polpa Cítrica,16,1,2016
2016-16-02,370.0,Polpa Cítrica,16,2,2016
2016-16-03,397.5,Polpa Cítrica,16,3,2016
2016-16-04,495.0,Polpa Cítrica,16,4,2016
2016-16-05,490.0,Polpa Cítrica,16,5,2016
2016-16-06,415.68,Polpa Cítrica,16,6,2016
2016-16-07,485.19,Polpa Cítrica,16,7,2016
2016-16-08,511.84,Polpa Cítrica,16,8,2016
2016-16-09,576.6,Polpa Cítrica,16,9,2016
2016-16-11,555.0,Polpa Cítrica,16,11,2016
2016-16-12,690.71,Polpa Cítrica,16,12,2016
2016-17-01,295.0,Polpa Cítrica,17,1,2016
2016-17-02,375.0,Polpa Cítrica,17,2,2016
2016-17-03,412.0,Polpa Cítrica,17,3,2016
2016-17-05,495.83,Polpa Cítrica,17,5,2016
2016-17-06,463.62,Polpa Cítrica,17,6,2016
2016-17-08,456.67,Polpa Cítrica,17,8,2016
2016-17-09,448.0,Polpa Cítrica,17,9,2016
2016-17-11,609.29,Polpa Cítrica,17,11,2016
2016-17-12,380.0,Polpa Cítrica,17,12,2016
2016-18-01,347.5,Polpa Cítrica,18,1,2016
2016-18-02,310.0,Polpa Cítrica,18,2,2016
2016-18-03,416.5,Polpa Cítrica,18,3,2016
2016-18-04,486.67,Polpa Cítrica,18,4,2016
2016-18-05,490.0,Polpa Cítrica,18,5,2016
2016-18-06,442.73,Polpa Cítrica,18,6,2016
2016-18-07,456.25,Polpa Cítrica,18,7,2016
2016-18-08,495.46,Polpa Cítrica,18,8,2016
2016-18-09,498.0,Polpa Cítrica,18,9,2016
2016-18-10,559.0,Polpa Cítrica,18,10,2016
2016-18-11,557.5,Polpa Cítrica,18,11,2016
2016-19-01,326.47,Polpa Cítrica,19,1,2016
2016-19-02,397.0,Polpa Cítrica,19,2,2016
2016-19-03,416.67,Polpa Cítrica,19,3,2016
2016-19-04,501.4,Polpa Cítrica,19,4,2016
2016-19-05,480.0,Polpa Cítrica,19,5,2016
2016-19-06,433.33,Polpa Cítrica,19,6,2016
2016-19-07,439.17,Polpa Cítrica,19,7,2016
2016-19-08,483.33,Polpa Cítrica,19,8,2016
2016-19-09,510.0,Polpa Cítrica,19,9,2016
2016-19-10,547.0,Polpa Cítrica,19,10,2016
2016-19-11,608.12,Polpa Cítrica,19,11,2016
2016-19-12,380.0,Polpa Cítrica,19,12,2016
2016-20-01,308.89,Polpa Cítrica,20,1,2016
2016-20-02,380.0,Polpa Cítrica,20,2,2016
2016-20-04,511.67,Polpa Cítrica,20,4,2016
2016-20-05,488.8,Polpa Cítrica,20,5,2016
2016-20-06,438.4,Polpa Cítrica,20,6,2016
2016-20-07,458.6,Polpa Cítrica,20,7,2016
2016-20-08,460.0,Polpa Cítrica,20,8,2016
2016-20-09,577.6,Polpa Cítrica,20,9,2016
2016-20-10,677.85,Polpa Cítrica,20,10,2016
2016-20-12,740.0,Polpa Cítrica,20,12,2016
2016-21-01,321.33,Polpa Cítrica,21,1,2016
2016-21-03,415.0,Polpa Cítrica,21,3,2016
2016-21-05,491.25,Polpa Cítrica,21,5,2016
2016-21-06,457.0,Polpa Cítrica,21,6,2016
2016-21-07,453.2,Polpa Cítrica,21,7,2016
2016-21-08,510.0,Polpa Cítrica,21,8,2016
2016-21-09,616.25,Polpa Cítrica,21,9,2016
2016-21-10,546.48,Polpa Cítrica,21,10,2016
2016-21-11,678.0,Polpa Cítrica,21,11,2016
2016-21-12,683.33,Polpa Cítrica,21,12,2016
2016-22-01,317.2,Polpa Cítrica,22,1,2016
2016-22-02,370.0,Polpa Cítrica,22,2,2016
2016-22-03,425.0,Polpa Cítrica,22,3,2016
2016-22-04,507.0,Polpa Cítrica,22,4,2016
2016-22-06,462.0,Polpa Cítrica,22,6,2016
2016-22-07,473.82,Polpa Cítrica,22,7,2016
2016-22-09,572.0,Polpa Cítrica,22,9,2016
2016-22-10,710.0,Polpa Cítrica,22,10,2016
2016-22-11,637.53,Polpa Cítrica,22,11,2016
2016-22-12,612.5,Polpa Cítrica,22,12,2016
2016-23-01,321.0,Polpa Cítrica,23,1,2016
2016-23-03,410.67,Polpa Cítrica,23,3,2016
2016-23-05,505.33,Polpa Cítrica,23,5,2016
2016-23-06,446.43,Polpa Cítrica,23,6,2016
2016-23-07,463.0,Polpa Cítrica,23,7,2016
2016-23-08,501.67,Polpa Cítrica,23,8,2016
2016-23-09,580.71,Polpa Cítrica,23,9,2016
2016-23-11,593.33,Polpa Cítrica,23,11,2016
2016-23-12,695.0,Polpa Cítrica,23,12,2016
2016-24-01,345.0,Polpa Cítrica,24,1,2016
2016-24-02,420.0,Polpa Cítrica,24,2,2016
2016-24-03,421.0,Polpa Cítrica,24,3,2016
2016-24-05,500.0,Polpa Cítrica,24,5,2016
2016-24-06,433.75,Polpa Cítrica,24,6,2016
2016-24-08,523.49,Polpa Cítrica,24,8,2016
2016-24-09,467.5,Polpa Cítrica,24,9,2016
2016-24-10,675.0,Polpa Cítrica,24,10,2016
2016-24-11,577.5,Polpa Cítrica,24,11,2016
2016-25-01,308.33,Polpa Cítrica,25,1,2016
2016-25-02,360.0,Polpa Cítrica,25,2,2016
2016-25-04,506.67,Polpa Cítrica,25,4,2016
2016-25-05,497.14,Polpa Cítrica,25,5,2016
2016-25-06,407.14,Polpa Cítrica,25,6,2016
2016-25-07,460.0,Polpa Cítrica,25,7,2016
2016-25-08,468.85,Polpa Cítrica,25,8,2016
2016-25-09,478.75,Polpa Cítrica,25,9,2016
2016-25-10,517.5,Polpa Cítrica,25,10,2016
2016-25-11,551.67,Polpa Cítrica,25,11,2016
2016-26-01,322.9,Polpa Cítrica,26,1,2016
2016-26-02,380.0,Polpa Cítrica,26,2,2016
2016-26-04,497.5,Polpa Cítrica,26,4,2016
2016-26-05,495.0,Polpa Cítrica,26,5,2016
2016-26-06,406.0,Polpa Cítrica,26,6,2016
2016-26-07,505.0,Polpa Cítrica,26,7,2016
2016-26-08,535.0,Polpa Cítrica,26,8,2016
2016-26-09,550.0,Polpa Cítrica,26,9,2016
2016-26-10,455.0,Polpa Cítrica,26,10,2016
2016-26-11,619.0,Polpa Cítrica,26,11,2016
2016-27-01,317.14,Polpa Cítrica,27,1,2016
2016-27-04,510.0,Polpa Cítrica,27,4,2016
2016-27-06,450.33,Polpa Cítrica,27,6,2016
2016-27-07,486.0,Polpa Cítrica,27,7,2016
2016-27-08,552.5,Polpa Cítrica,27,8,2016
2016-27-09,592.86,Polpa Cítrica,27,9,2016
2016-27-10,636.25,Polpa Cítrica,27,10,2016
2016-27-11,370.0,Polpa Cítrica,27,11,2016
2016-27-12,583.33,Polpa Cítrica,27,12,2016
2016-28-01,329.09,Polpa Cítrica,28,1,2016
2016-28-03,448.0,Polpa Cítrica,28,3,2016
2016-28-04,498.5,Polpa Cítrica,28,4,2016
2016-28-05,510.0,Polpa Cítrica,28,5,2016
2016-28-06,469.7,Polpa Cítrica,28,6,2016
2016-28-07,505.4,Polpa Cítrica,28,7,2016
2016-28-08,690.0,Polpa Cítrica,28,8,2016
2016-28-09,569.0,Polpa Cítrica,28,9,2016
2016-28-10,587.86,Polpa Cítrica,28,10,2016
2016-28-11,680.0,Polpa Cítrica,28,11,2016
2016-28-12,741.67,Polpa Cítrica,28,12,2016
2016-29-01,333.74,Polpa Cítrica,29,1,2016
2016-29-03,457.75,Polpa Cítrica,29,3,2016
